2018-08-15 18:36:06.6393 ERROR                   11|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 08:18:10.5004 ERROR                   32|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 08:36:07.1344 ERROR                    3|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 08:36:42.6030 ERROR                    3|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 08:37:04.8841 ERROR                    3|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 08:37:29.6027 ERROR                    3|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 08:37:50.9151 ERROR                    3|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 08:38:12.0868 ERROR                    3|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 08:56:07.1582 ERROR                   21|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 08:56:35.1268 ERROR                   21|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 08:57:00.4079 ERROR                   21|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 08:57:25.5640 ERROR                   21|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 08:57:46.7201 ERROR                   21|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 08:58:07.9075 ERROR                   21|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 09:16:07.1508 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 09:16:30.0101 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 09:16:55.2287 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 09:17:16.9629 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 09:17:38.2597 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 09:17:59.5095 ERROR                   99|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 09:36:07.1903 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 09:36:30.4089 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 09:36:55.6900 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 09:37:20.4711 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 09:37:41.6116 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 09:38:02.8614 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 09:54:37.2928 ERROR                   56|          AuthenticateStep | AuthenticationFailed | [172.18.15.10][1000000000000196] User authentication failed. 
2018-08-16 09:54:37.2928 DEBUG    NetMQPollerThread|               NetMQSocket |         InvokeEvents | Sending: 'REQUEST.v1,RR-00-FD-1F-79-65:254223,UserAccessService.registerLogin,{"schema":{"terminalId":"String","terminalVersion":"String","loginStatus":"LoginStatus","loginCredential":"LoginCredentials","loginTime":"DateTime"},"body":{"terminalId":1000000000000196,"terminalVersion":"KM-5.0.33.3","username":null,"loginStatus":"ERROR_INVALID_CREDENTIALS","loginCredential":{"card":null,"pin":"*","username":null},"loginTime":"2018-08-16T09:54:37.2928900+03:00"}}' 
2018-08-16 09:54:37.3709 ERROR                   56|      AuthenticationCommon |         Authenticate | [172.18.15.10][1000000000000196] User authentication failed. 
2018-08-16 09:56:07.1360 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 09:56:36.0733 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 09:57:01.3544 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 09:57:26.0730 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 09:57:47.2135 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 09:58:08.3853 ERROR                   90|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 10:16:07.1755 ERROR                   61|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 10:16:33.1441 ERROR                   61|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 10:16:55.4408 ERROR                   61|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 10:17:20.2844 ERROR                   61|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 10:17:41.4405 ERROR                   61|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 10:18:02.6435 ERROR                   61|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 10:19:27.1429 DEBUG    NetMQPollerThread|         <MustDeliver>d__5 |             MoveNext | Sending: 'MUST DELIVER.v1,5dceb93d-3e92-4ceb-90e1-4b6d900cbe33.254750,AccountingService.accountJobs,{"schema":{"accountedJobs":"List`1"},"body":{"accountedJobs":[{"jobTitle":"Эксп заключение дегазация ш.Юбилей","accountedTime":"2018-08-16T10:19:26.8929950+03:00","transactionId":"","jobStatus":"ERROR","accountingInfo":{"jobId":20000000001545432,"terminalId":"1000000000000093","billingCodeId":0,"username":"gordienkome","jobType":"PRINT","sheets":[],"finisherSettings":{"stapling":"NONE","punching":"NONE","folding":"NONE","binding":"NONE"},"faxInformation":null}}]}}' 
2018-08-16 10:31:05.9980 DEBUG    NetMQPollerThread|         <MustDeliver>d__5 |             MoveNext | Sending: 'MUST DELIVER.v1,5dceb93d-3e92-4ceb-90e1-4b6d900cbe33.254982,AccountingService.accountJobs,{"schema":{"accountedJobs":"List`1"},"body":{"accountedJobs":[{"jobTitle":"Scan job 192880","accountedTime":"2018-08-16T10:31:05.9824247+03:00","transactionId":"","jobStatus":"ERROR","accountingInfo":{"jobId":0,"terminalId":"1000000000000045","billingCodeId":2,"username":"kolesnikalis","jobType":"SCAN","sheets":[],"finisherSettings":{"stapling":"NONE","punching":"NONE","folding":"NONE","binding":"NONE"},"faxInformation":null}}]}}' 
2018-08-16 10:36:07.1681 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 10:36:33.2773 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 10:36:55.5896 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 10:37:20.3395 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 10:37:41.4799 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 10:38:02.6674 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 10:56:07.1919 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 10:56:37.9104 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 10:57:03.1916 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 10:57:27.9727 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 10:57:49.1131 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 10:58:10.2692 ERROR                   62|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 11:16:07.1532 ERROR                   86|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 11:16:39.1061 ERROR                   86|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 11:17:04.3560 ERROR                   86|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 11:17:26.0746 ERROR                   86|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 11:17:47.5745 ERROR                   86|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 11:17:51.1525 ERROR                   96|          AuthenticateStep | AuthenticationFailed | [172.18.15.10][1000000000000196] User authentication failed. 
2018-08-16 11:17:51.1525 DEBUG    NetMQPollerThread|               NetMQSocket |         InvokeEvents | Sending: 'REQUEST.v1,RR-00-FE-1F-79-65:256019,UserAccessService.registerLogin,{"schema":{"terminalId":"String","terminalVersion":"String","loginStatus":"LoginStatus","loginCredential":"LoginCredentials","loginTime":"DateTime"},"body":{"terminalId":1000000000000196,"terminalVersion":"KM-5.0.33.3","username":null,"loginStatus":"ERROR_INVALID_CREDENTIALS","loginCredential":{"card":null,"pin":"*","username":null},"loginTime":"2018-08-16T11:17:51.1525886+03:00"}}' 
2018-08-16 11:17:51.3557 ERROR                   96|      AuthenticationCommon |         Authenticate | [172.18.15.10][1000000000000196] User authentication failed. 
2018-08-16 11:18:08.7462 ERROR                   86|   JbaAccountingDataPuller |                 Pull | [172.18.15.99][1000000000000198] Accounting data request for terminal [1000000000000198] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.99:443
2018-08-16 11:27:50.0707 DEBUG    NetMQPollerThread|         <MustDeliver>d__5 |             MoveNext | Sending: 'MUST DELIVER.v1,5dceb93d-3e92-4ceb-90e1-4b6d900cbe33.256252,AccountingService.accountJobs,{"schema":{"accountedJobs":"List`1"},"body":{"accountedJobs":[{"jobTitle":"10684641.pdf","accountedTime":"2018-08-16T11:27:50.0238892+03:00","transactionId":"","jobStatus":"ERROR","accountingInfo":{"jobId":20000000001545816,"terminalId":"1000000000000155","billingCodeId":0,"username":"otrodayv","jobType":"PRINT","sheets":[],"finisherSettings":{"stapling":"NONE","punching":"NONE","folding":"NONE","binding":"NONE"},"faxInformation":null}}]}}' 
2018-08-16 11:36:07.1771 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.15.25][1000000000000197] Accounting data request for terminal [1000000000000197] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.15.25:443
2018-08-16 11:36:31.7863 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.3.115][1000000000000091] Accounting data request for terminal [1000000000000091] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.115:443
2018-08-16 11:36:57.0830 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.3.12][1000000000000134] Accounting data request for terminal [1000000000000134] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.12:443
2018-08-16 11:37:18.8954 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.67.12][1000000000000137] Accounting data request for terminal [1000000000000137] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.67.12:443
2018-08-16 11:37:40.0671 ERROR                   94|   JbaAccountingDataPuller |                 Pull | [172.18.3.13][1000000000000133] Accounting data request for terminal [1000000000000133] failed [System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 172.18.3.13:443
2018-08-16 11:38:01.1920 ERROR                   94|   JbaAccountingDataPuller |          
